names,scores,logfoldchanges,pvals,pvals_adj,te_name,te_class,te_family
MLT1G3#LTR#ERVL-MaLR,-3.8960745,-0.5777395,9.776428877140061e-05,0.007570622111735335,MLT1G3#LTR#ERVL-MaLR,LTR,ERVL-MaLR
A-rich#Low_complexity#Low_complexity,-3.9566233,-0.11778118,7.601663226704974e-05,0.0061585851275438985,A-rich#Low_complexity#Low_complexity,Low_complexity,Low_complexity
FRAM#SINE#Alu,-4.263944,-0.26377946,2.008496111868257e-05,0.0017775190590034074,FRAM#SINE#Alu,SINE,Alu
AluSc#SINE#Alu,-4.2652144,-0.1491916,1.9971032361385455e-05,0.0017775190590034074,AluSc#SINE#Alu,SINE,Alu
AluSx3#SINE#Alu,-4.271228,-0.13797168,1.943994807101767e-05,0.0017775190590034074,AluSx3#SINE#Alu,SINE,Alu
AluYk3#SINE#Alu,-4.508759,-0.3468055,6.520796239379296e-06,0.0006732722117159123,AluYk3#SINE#Alu,SINE,Alu
HAL1M8#LINE#L1,-4.5983014,-0.49326843,4.259493344500795e-06,0.00045891410902925957,HAL1M8#LINE#L1,LINE,L1
AluJr4#SINE#Alu,-4.6528573,-0.23693533,3.2736659005490858e-06,0.00036873382279821064,AluJr4#SINE#Alu,SINE,Alu
L1P4#LINE#L1,-4.7430162,-0.36576742,2.105592447589058e-06,0.0002484599088155089,L1P4#LINE#L1,LINE,L1
AluSq2#SINE#Alu,-4.7471766,-0.14689924,2.0627564739743076e-06,0.0002484599088155089,AluSq2#SINE#Alu,SINE,Alu
AluSx1#SINE#Alu,-4.9430285,-0.13213655,7.691822180350369e-07,0.00010031755454162218,AluSx1#SINE#Alu,SINE,Alu
AluY#SINE#Alu,-5.370497,-0.12553388,7.851975969218412e-08,1.2160747782327015e-05,AluY#SINE#Alu,SINE,Alu
(TA)n#Simple_repeat#Simple_repeat,-5.392349,-0.28489742,6.954255137663136e-08,1.1488429487419501e-05,(TA)n#Simple_repeat#Simple_repeat,Simple_repeat,Simple_repeat
AluSc8#SINE#Alu,-5.9985867,-0.19582564,1.990425062980692e-09,4.110227755055129e-07,AluSc8#SINE#Alu,SINE,Alu
L1MA4A#LINE#L1,-6.0884748,-0.43825597,1.1399144763002672e-09,2.567916429338238e-07,L1MA4A#LINE#L1,LINE,L1
AluJb#SINE#Alu,-6.6211076,-0.16761753,3.565175430473818e-11,9.816116351904578e-09,AluJb#SINE#Alu,SINE,Alu
(AT)n#Simple_repeat#Simple_repeat,-6.947627,-0.29015484,3.714815078561182e-12,1.3150445378106585e-09,(AT)n#Simple_repeat#Simple_repeat,Simple_repeat,Simple_repeat
L1HS#LINE#L1,-7.7699184,-0.3927105,7.853653055216407e-15,3.243558711804376e-12,L1HS#LINE#L1,LINE,L1
AluJo#SINE#Alu,-8.069081,-0.20735669,7.082920990552824e-16,3.51029564291798e-13,AluJo#SINE#Alu,SINE,Alu
AluSx#SINE#Alu,-8.604366,-0.20798306,7.67392609535877e-18,4.753997216074758e-15,AluSx#SINE#Alu,SINE,Alu
AluJr#SINE#Alu,-10.226516,-0.3438672,1.5084982654222952e-24,1.2460195672388157e-21,AluJr#SINE#Alu,SINE,Alu
(T)n#Simple_repeat#Simple_repeat,-12.470094,-0.4843991,1.0869769159340118e-35,1.3467643988422407e-32,(T)n#Simple_repeat#Simple_repeat,Simple_repeat,Simple_repeat
(A)n#Simple_repeat#Simple_repeat,-12.47333,-0.47387043,1.0437157960690035e-35,1.3467643988422407e-32,(A)n#Simple_repeat#Simple_repeat,Simple_repeat,Simple_repeat
